State,,County Name,,,,Median Home Price Q4 2023,,,"Monthly Payment Q4
2023",,,"Monthly Payment
Q4 2022",,,,,
,,Washington Parish,,,,"$145,780",,,$900,,,$770,,,,,
,,Webster Parish,,,,"$109,550",,,$680,,,$580,,,,,
,,West Baton Rouge Parish,,,,"$220,470",,,"$1,360",,,"$1,300",,,,,
,,West Carroll Parish,,,,"$110,100",,,$680,,,$580,,,,,
,,West Feliciana Parish,,,,"$236,020",,,"$1,460",,,"$1,390",,,,,
,,Winn Parish,,,,"$107,360",,,$660,,,$570,,,,,
Maine,,Androscoggin County,,,,"$261,200",,,"$1,610",,,"$1,440",,,,,
,,Aroostook County,,,,"$151,030",,,$930,,,$820,,,,,
,,Cumberland County,,,,"$482,970",,,"$2,980",,,"$2,570",,,,,
,,Franklin County,,,,"$182,220",,,"$1,120",,,$990,,,,,
,,Hancock County,,,,"$267,990",,,"$1,650",,,"$1,460",,,,,
,,Kennebec County,,,,"$244,490",,,"$1,510",,,"$1,330",,,,,
,,Knox County,,,,"$278,570",,,"$1,720",,,"$1,510",,,,,
,,Lincoln County,,,,"$295,230",,,"$1,820",,,"$1,610",,,,,
,,Oxford County,,,,"$188,850",,,"$1,170",,,"$1,030",,,,,
,,Penobscot County,,,,"$205,710",,,"$1,270",,,"$1,170",,,,,
,,Piscataquis County,,,,"$147,190",,,$910,,,$800,,,,,
,,Sagadahoc County,,,,"$293,300",,,"$1,810",,,"$1,560",,,,,
,,Somerset County,,,,"$160,750",,,$990,,,$870,,,,,
,,Waldo County,,,,"$224,950",,,"$1,390",,,"$1,220",,,,,
,,Washington County,,,,"$144,620",,,$890,,,$790,,,,,
,,York County,,,,"$416,800",,,"$2,570",,,"$2,220",,,,,
Maryland,,Allegany County,,,,"$127,630",,,$790,,,$820,,,,,
,,Anne Arundel County,,,,"$478,290",,,"$2,950",,,"$2,640",,,,,
,,Baltimore County,,,,"$347,390",,,"$2,140",,,"$1,910",,,,,
,,Calvert County,,,,"$459,350",,,"$2,830",,,"$2,550",,,,,
,,Caroline County,,,,"$286,010",,,"$1,760",,,"$1,500",,,,,
,,Carroll County,,,,"$438,240",,,"$2,700",,,"$2,410",,,,,
,,Cecil County,,,,"$329,320",,,"$2,030",,,"$1,840",,,,,
,,Charles County,,,,"$418,110",,,"$2,580",,,"$2,320",,,,,
,,Dorchester County,,,,"$249,760",,,"$1,540",,,"$1,310",,,,,
,,Frederick County,,,,"$474,520",,,"$2,930",,,"$2,630",,,,,
,,Garrett County,,,,"$243,240",,,"$1,500",,,"$1,280",,,,,
,,Harford County,,,,"$378,690",,,"$2,340",,,"$2,090",,,,,
,,Howard County,,,,"$611,930",,,"$3,780",,,"$3,370",,,,,
,,Kent County,,,,"$322,580",,,"$1,990",,,"$1,700",,,,,
,,Montgomery County,,,,"$642,600",,,"$3,960",,,"$3,570",,,,,
,,Prince George's County,,,,"$429,940",,,"$2,650",,,"$2,390",,,,,
,,Queen Anne's County,,,,"$444,670",,,"$2,740",,,"$2,450",,,,,
,,St. Mary's County,,,,"$435,310",,,"$2,690",,,"$2,290",,,,,
,,Somerset County,,,,"$164,380",,,"$1,010",,,$910,,,,,
,,Talbot County,,,,"$422,160",,,"$2,600",,,"$2,220",,,,,
,,Washington County,,,,"$321,120",,,"$1,980",,,"$1,650",,,,,
,,Wicomico County,,,,"$260,060",,,"$1,600",,,"$1,440",,,,,
,,Worcester County,,,,"$342,920",,,"$2,120",,,"$1,800",,,,,
,,Baltimore city,,,,"$221,650",,,"$1,370",,,"$1,220",,,,,
Massachusetts,,Barnstable County,,,,"$681,570",,,"$4,210",,,"$3,660",,,,,
,,Bristol County,,,,"$471,890",,,"$2,910",,,"$2,510",,,,,
,,Essex County,,,,"$632,410",,,"$3,900",,,"$3,370",,,,,
,,Hampden County,,,,"$309,060",,,"$1,910",,,"$1,640",,,,,
,,Middlesex County,,,,"$752,180",,,"$4,640",,,"$4,010",,,,,
,,Norfolk County,,,,"$708,850",,,"$4,370",,,"$3,780",,,,,
,,Plymouth County,,,,"$590,710",,,"$3,640",,,"$3,150",,,,,
,,Suffolk County,,,,"$729,320",,,"$4,500",,,"$3,890",,,,,
,,Worcester County,,,,"$423,460",,,"$2,610",,,"$2,290",,,,,
n,,Alcona County,,,,"$163,490",,,"$1,010",,,$860,,,,,
,,Alger County,,,,"$172,650",,,"$1,070",,,$910,,,,,
,,Allegan County,,,,"$281,420",,,"$1,740",,,"$1,480",,,,,
,,Alpena County,,,,"$141,210",,,$870,,,$740,,,,,
,,Antrim County,,,,"$220,420",,,"$1,360",,,"$1,160",,,,,
,,Arenac County,,,,"$130,400",,,$800,,,$690,,,,,
,,Baraga County,,,,"$134,260",,,$830,,,$710,,,,,
,,Barry County,,,,"$240,980",,,"$1,490",,,"$1,300",,,,,
,,Bay County,,,,"$151,300",,,$930,,,$810,,,,,
,,Benzie County,,,,"$268,740",,,"$1,660",,,"$1,410",,,,,
,,Berrien County,,,,"$234,680",,,"$1,450",,,"$1,290",,,,,
,,Branch County,,,,"$154,670",,,$950,,,$810,,,,,
,,Calhoun County,,,,"$168,410",,,"$1,040",,,$910,,,,,
,,Cass County,,,,"$193,900",,,"$1,200",,,"$1,050",,,,,
,,Charlevoix County,,,,"$242,700",,,"$1,500",,,"$1,280",,,,,
,,Cheboygan County,,,,"$184,670",,,"$1,140",,,$970,,,,,
,,Chippewa County,,,,"$156,650",,,$970,,,$820,,,,,
,,Clare County,,,,"$124,000",,,$770,,,$650,,,,,
,,Clinton County,,,,"$249,190",,,"$1,540",,,"$1,360",,,,,
,,Crawford County,,,,"$149,370",,,$920,,,$790,,,,,
,,Delta County,,,,"$153,560",,,$950,,,$810,,,,,
,,Dickinson County,,,,"$135,250",,,$830,,,$710,,,,,
,,Eaton County,,,,"$211,800",,,"$1,310",,,"$1,150",,,,,
,,Emmet County,,,,"$271,710",,,"$1,680",,,"$1,430",,,,,
,,Genesee County,,,,"$184,210",,,"$1,140",,,"$1,010",,,,,
,,Gladwin County,,,,"$155,110",,,$960,,,$820,,,,,
,,Gogebic County,,,,"$96,860",,,$600,,,$510,,,,,
,,Grand Traverse County,,,,"$370,560",,,"$2,290",,,"$1,950",,,,,
,,Gratiot County,,,,"$139,550",,,$860,,,$730,,,,,
,,Hillsdale County,,,,"$175,410",,,"$1,080",,,$920,,,,,
,,Houghton County,,,,"$142,530",,,$880,,,$750,,,,,
,,Huron County,,,,"$142,860",,,$880,,,$750,,,,,
,,Ingham County,,,,"$198,380",,,"$1,220",,,"$1,080",,,,,
,,Ionia County,,,,"$215,010",,,"$1,330",,,"$1,160",,,,,
,,Iosco County,,,,"$130,620",,,$810,,,$690,,,,,
,,Iron County,,,,"$105,690",,,$650,,,$560,,,,,
,,Isabella County,,,,"$175,960",,,"$1,090",,,$930,,,,,
,,Jackson County,,,,"$175,770",,,"$1,080",,,"$1,000",,,,,
,,Kalamazoo County,,,,"$252,460",,,"$1,560",,,"$1,370",,,,,
,,Kalkaska County,,,,"$168,570",,,"$1,040",,,$890,,,,,
Michig,,Kent County,,,,"$303,060",,,"$1,870",,,"$1,630",,,,,
,,Keweenaw County,,,,"$171,990",,,"$1,060",,,$910,,,,,
,,Lake County,,,,"$129,180",,,$800,,,$680,,,,,
,,Lapeer County,,,,"$254,380",,,"$1,570",,,"$1,380",,,,,
,,Leelanau County,,,,"$409,500",,,"$2,530",,,"$2,160",,,,,
,,Lenawee County,,,,"$214,240",,,"$1,320",,,"$1,130",,,,,
,,Livingston County,,,,"$372,960",,,"$2,300",,,"$2,030",,,,,
,,Luce County,,,,"$115,390",,,$710,,,$610,,,,,
,,Mackinac County,,,,"$173,200",,,"$1,070",,,$910,,,,,
,,Macomb County,,,,"$257,050",,,"$1,590",,,"$1,400",,,,,
,,Manistee County,,,,"$174,080",,,"$1,070",,,$920,,,,,
,,Marquette County,,,,"$226,930",,,"$1,400",,,"$1,190",,,,,
,,Mason County,,,,"$199,900",,,"$1,230",,,"$1,050",,,,,
,,Mecosta County,,,,"$168,790",,,"$1,040",,,$890,,,,,
,,Menominee County,,,,"$145,840",,,$900,,,$770,,,,,
,,Midland County,,,,"$206,080",,,"$1,270",,,"$1,080",,,,,
,,Missaukee County,,,,"$169,120",,,"$1,040",,,$890,,,,,
,,Monroe County,,,,"$221,690",,,"$1,370",,,"$1,240",,,,,
,,Montcalm County,,,,"$202,320",,,"$1,250",,,"$1,070",,,,,
,,Montmorency County,,,,"$138,560",,,$850,,,$730,,,,,
,,Muskegon County,,,,"$195,720",,,"$1,210",,,"$1,060",,,,,
,,Newaygo County,,,,"$177,830",,,"$1,100",,,$960,,,,,
,,Oakland County,,,,"$353,710",,,"$2,180",,,"$1,920",,,,,
,,Oceana County,,,,"$167,350",,,"$1,030",,,$880,,,,,
,,Ogemaw County,,,,"$138,230",,,$850,,,$730,,,,,
,,Ontonagon County,,,,"$98,960",,,$610,,,$520,,,,,
,,Osceola County,,,,"$141,430",,,$870,,,$740,,,,,
,,Oscoda County,,,,"$135,140",,,$830,,,$710,,,,,
,,Otsego County,,,,"$196,810",,,"$1,210",,,"$1,040",,,,,
,,Presque Isle County,,,,"$137,680",,,$850,,,$720,,,,,
,,Roscommon County,,,,"$147,170",,,$910,,,$770,,,,,
,,Saginaw County,,,,"$164,220",,,"$1,010",,,$850,,,,,
,,St. Clair County,,,,"$234,600",,,"$1,450",,,"$1,270",,,,,
,,St. Joseph County,,,,"$168,570",,,"$1,040",,,$890,,,,,
,,Sanilac County,,,,"$164,710",,,"$1,020",,,$870,,,,,
,,Schoolcraft County,,,,"$142,420",,,$880,,,$750,,,,,
,,Shiawassee County,,,,"$182,470",,,"$1,130",,,$960,,,,,
,,Tuscola County,,,,"$140,330",,,$870,,,$740,,,,,
,,Van Buren County,,,,"$204,390",,,"$1,260",,,"$1,110",,,,,
,,Washtenaw County,,,,"$396,330",,,"$2,450",,,"$2,120",,,,,
,,Wayne County,,,,"$185,520",,,"$1,140",,,"$1,010",,,,,
,,Wexford County,,,,"$161,180",,,$990,,,$850,,,,,
,,Aitkin County,,,,"$231,440",,,"$1,430",,,"$1,290",,,,,
,,Anoka County,,,,"$345,770",,,"$2,130",,,"$1,950",,,,,
,,Becker County,,,,"$260,100",,,"$1,600",,,"$1,450",,,,,
,,Beltrami County,,,,"$212,470",,,"$1,310",,,"$1,180",,,,,
,,Benton County,,,,"$249,230",,,"$1,540",,,"$1,330",,,,,
,,Big Stone County,,,,"$119,840",,,$740,,,$670,,,,,
,,Blue Earth County,,,,"$264,560",,,"$1,630",,,"$1,480",,,,,
,,Brown County,,,,"$172,150",,,"$1,060",,,$960,,,,,
,,Carlton County,,,,"$226,250",,,"$1,400",,,"$1,270",,,,,
,,Carver County,,,,"$422,080",,,"$2,600",,,"$2,380",,,,,
,,Cass County,,,,"$251,130",,,"$1,550",,,"$1,400",,,,,
,,Chippewa County,,,,"$144,740",,,$890,,,$810,,,,,
,,Chisago County,,,,"$308,340",,,"$1,900",,,"$1,740",,,,,
,,Clay County,,,,"$257,710",,,"$1,590",,,"$1,450",,,,,
,,Clearwater County,,,,"$168,600",,,"$1,040",,,$940,,,,,
,,Cook County,,,,"$301,670",,,"$1,860",,,"$1,680",,,,,
,,Cottonwood County,,,,"$147,550",,,$910,,,$820,,,,,
,,Crow Wing County,,,,"$316,470",,,"$1,950",,,"$1,760",,,,,
,,Dakota County,,,,"$375,290",,,"$2,320",,,"$2,120",,,,,
,,Dodge County,,,,"$261,950",,,"$1,620",,,"$1,430",,,,,
,,Douglas County,,,,"$289,480",,,"$1,790",,,"$1,610",,,,,
,,Faribault County,,,,"$120,880",,,$750,,,$670,,,,,
,,Fillmore County,,,,"$204,450",,,"$1,260",,,"$1,140",,,,,
,,Freeborn County,,,,"$161,210",,,$990,,,$900,,,,,
,,Goodhue County,,,,"$265,200",,,"$1,640",,,"$1,480",,,,,
,,Grant County,,,,"$167,870",,,"$1,040",,,$940,,,,,
,,Hennepin County,,,,"$387,840",,,"$2,390",,,"$2,190",,,,,
,,Houston County,,,,"$233,320",,,"$1,440",,,"$1,260",,,,,
,,Hubbard County,,,,"$255,820",,,"$1,580",,,"$1,430",,,,,
,,Isanti County,,,,"$269,970",,,"$1,670",,,"$1,520",,,,,
,,Itasca County,,,,"$206,850",,,"$1,280",,,"$1,150",,,,,
,,Jackson County,,,,"$146,410",,,$900,,,$820,,,,,
,,Kanabec County,,,,"$214,040",,,"$1,320",,,"$1,190",,,,,
,,Kandiyohi County,,,,"$223,620",,,"$1,380",,,"$1,250",,,,,
,,Kittson County,,,,"$127,230",,,$790,,,$710,,,,,
,,Koochiching County,,,,"$137,760",,,$850,,,$770,,,,,
,,Lac qui Parle County,,,,"$132,650",,,$820,,,$740,,,,,
,,Lake County,,,,"$209,350",,,"$1,290",,,"$1,170",,,,,
,,Lake of the Woods County,,,,"$212,890",,,"$1,310",,,"$1,190",,,,,
,,Le Sueur County,,,,"$283,330",,,"$1,750",,,"$1,580",,,,,
,,Lincoln County,,,,"$145,370",,,$900,,,$810,,,,,
,,Lyon County,,,,"$185,070",,,"$1,140",,,"$1,030",,,,,
,,McLeod County,,,,"$223,310",,,"$1,380",,,"$1,240",,,,,
,,Mahnomen County,,,,"$138,490",,,$850,,,$770,,,,,
,,Marshall County,,,,"$146,820",,,$910,,,$820,,,,,
,,Martin County,,,,"$154,330",,,$950,,,$860,,,,,
,,Meeker County,,,,"$225,920",,,"$1,390",,,"$1,260",,,,,
,,Mille Lacs County,,,,"$230,610",,,"$1,420",,,"$1,290",,,,,
,,Morrison County,,,,"$229,880",,,"$1,420",,,"$1,280",,,,,
,,Mower County,,,,"$164,640",,,"$1,020",,,$920,,,,,
,,Murray County,,,,"$170,380",,,"$1,050",,,$950,,,,,
,,Nicollet County,,,,"$249,040",,,"$1,540",,,"$1,400",,,,,
,,Nobles County,,,,"$167,770",,,"$1,040",,,$940,,,,,
,,Norman County,,,,"$134,740",,,$830,,,$750,,,,,
,,Olmsted County,,,,"$315,020",,,"$1,940",,,"$1,720",,,,,
,,Otter Tail County,,,,"$244,050",,,"$1,510",,,"$1,360",,,,,
,,Pennington County,,,,"$181,110",,,"$1,120",,,"$1,010",,,,,
,,Pine County,,,,"$215,810",,,"$1,330",,,"$1,200",,,,,
,,Pipestone County,,,,"$131,820",,,$810,,,$730,,,,,
,,Polk County,,,,"$205,150",,,"$1,270",,,"$1,190",,,,,
,,Pope County,,,,"$235,400",,,"$1,450",,,"$1,310",,,,,
,,Ramsey County,,,,"$322,840",,,"$1,990",,,"$1,820",,,,,
,,Red Lake County,,,,"$157,040",,,$970,,,$880,,,,,
,,Redwood County,,,,"$144,530",,,$890,,,$810,,,,,
,,Renville County,,,,"$144,010",,,$890,,,$800,,,,,
,,Rice County,,,,"$325,950",,,"$2,010",,,"$1,820",,,,,
,,Rock County,,,,"$197,050",,,"$1,220",,,"$1,100",,,,,
,,Roseau County,,,,"$171,100",,,"$1,060",,,$950,,,,,
,,St. Louis County,,,,"$223,030",,,"$1,380",,,"$1,250",,,,,
,,Scott County,,,,"$406,450",,,"$2,510",,,"$2,300",,,,,
,,Sherburne County,,,,"$349,580",,,"$2,160",,,"$1,970",,,,,
,,Sibley County,,,,"$204,870",,,"$1,260",,,"$1,140",,,,,
,,Stearns County,,,,"$289,340",,,"$1,790",,,"$1,550",,,,,
,,Steele County,,,,"$226,230",,,"$1,400",,,"$1,260",,,,,
,,Stevens County,,,,"$177,880",,,"$1,100",,,$990,,,,,
,,Swift County,,,,"$137,970",,,$850,,,$770,,,,,
,,Todd County,,,,"$180,480",,,"$1,110",,,"$1,010",,,,,
,,Traverse County,,,,"$113,900",,,$700,,,$630,,,,,
,,Wabasha County,,,,"$245,540",,,"$1,510",,,"$1,340",,,,,
,,Wadena County,,,,"$170,270",,,"$1,050",,,$950,,,,,
,,Waseca County,,,,"$199,870",,,"$1,230",,,"$1,110",,,,,
,,Washington County,,,,"$418,280",,,"$2,580",,,"$2,360",,,,,
,,Watonwan County,,,,"$124,210",,,$770,,,$690,,,,,
,,Wilkin County,,,,"$176,210",,,"$1,090",,,$980,,,,,
,,Winona County,,,,"$212,060",,,"$1,310",,,"$1,180",,,,,
,,Wright County,,,,"$349,170",,,"$2,150",,,"$1,970",,,,,
,,Yellow Medicine County,,,,"$151,510",,,$930,,,$840,,,,,
,,Adams County,,,,"$104,480",,,$640,,,$580,,,,,
,,Alcorn County,,,,"$132,370",,,$820,,,$730,,,,,
,,Amite County,,,,"$96,170",,,$590,,,$530,,,,,
,,Attala County,,,,"$104,270",,,$640,,,$580,,,,,
,,Benton County,,,,"$101,220",,,$620,,,$560,,,,,
,,Bolivar County,,,,"$124,370",,,$770,,,$690,,,,,
,,Calhoun County,,,,"$87,230",,,$540,,,$480,,,,,
,,Carroll County,,,,"$109,110",,,$670,,,$600,,,,,
,,Chickasaw County,,,,"$92,590",,,$570,,,$510,,,,,
,,Choctaw County,,,,"$109,640",,,$680,,,$610,,,,,
,,Claiborne County,,,,"$82,600",,,$510,,,$460,,,,,
,,Clarke County,,,,"$104,480",,,$640,,,$580,,,,,
,,Clay County,,,,"$116,370",,,$720,,,$640,,,,,
,,Coahoma County,,,,"$88,810",,,$550,,,$490,,,,,
,,Copiah County,,,,"$95,600",,,$590,,,$540,,,,,
,,Covington County,,,,"$80,700",,,$500,,,$450,,,,,
,,DeSoto County,,,,"$260,790",,,"$1,610",,,"$1,500",,,,,
,,Forrest County,,,,"$207,520",,,"$1,280",,,"$1,090",,,,,
,,Franklin County,,,,"$101,220",,,$620,,,$560,,,,,
,,Greene County,,,,"$102,590",,,$630,,,$570,,,,,
,,Grenada County,,,,"$136,890",,,$840,,,$760,,,,,
,,Hancock County,,,,"$207,080",,,"$1,280",,,"$1,150",,,,,
,,Harrison County,,,,"$216,520",,,"$1,340",,,"$1,200",,,,,
,,Hinds County,,,,"$148,200",,,$910,,,$840,,,,,
,,Holmes County,,,,"$77,760",,,$480,,,$430,,,,,
,,Humphreys County,,,,"$84,070",,,$520,,,$460,,,,,
,,Issaquena County,,,,"$101,330",,,$630,,,$560,,,,,
,,Itawamba County,,,,"$120,270",,,$740,,,$660,,,,,
,,Jasper County,,,,"$116,160",,,$720,,,$640,,,,,
,,Jefferson County,,,,"$80,390",,,$500,,,$440,,,,,
,,Jefferson Davis County,,,,"$92,380",,,$570,,,$510,,,,,
,,Jones County,,,,"$157,310",,,$970,,,$870,,,,,
,,Kemper County,,,,"$93,960",,,$580,,,$520,,,,,
,,Lafayette County,,,,"$255,480",,,"$1,580",,,"$1,410",,,,,
,,Lamar County,,,,"$232,290",,,"$1,430",,,"$1,220",,,,,
,,Lauderdale County,,,,"$129,000",,,$800,,,$710,,,,,
,,Lawrence County,,,,"$109,750",,,$680,,,$610,,,,,
,,Leake County,,,,"$103,960",,,$640,,,$570,,,,,
,,Lee County,,,,"$199,600",,,"$1,230",,,"$1,100",,,,,
,,Leflore County,,,,"$100,070",,,$620,,,$550,,,,,
,,Lincoln County,,,,"$134,790",,,$830,,,$740,,,,,
,,Lowndes County,,,,"$163,410",,,"$1,010",,,$900,,,,,
,,Madison County,,,,"$286,280",,,"$1,770",,,"$1,630",,,,,
,,Marion County,,,,"$109,540",,,$680,,,$600,,,,,
,,Marshall County,,,,"$151,500",,,$930,,,$870,,,,,
,,Monroe County,,,,"$115,220",,,$710,,,$640,,,,,
,,Montgomery County,,,,"$102,170",,,$630,,,$560,,,,,
,,Neshoba County,,,,"$99,220",,,$610,,,$550,,,,,
,,Newton County,,,,"$106,060",,,$650,,,$590,,,,,
,,Noxubee County,,,,"$89,440",,,$550,,,$490,,,,,
,,Oktibbeha County,,,,"$222,230",,,"$1,370",,,"$1,230",,,,,
,,Panola County,,,,"$121,850",,,$750,,,$670,,,,,
,,Pearl River County,,,,"$176,460",,,"$1,090",,,$970,,,,,
,,Perry County,,,,"$139,750",,,$860,,,$730,,,,,
,,Pike County,,,,"$121,950",,,$750,,,$670,,,,,
,,Pontotoc County,,,,"$143,840",,,$890,,,$790,,,,,
,,Prentiss County,,,,"$118,060",,,$730,,,$650,,,,,
,,Quitman County,,,,"$68,920",,,$430,,,$380,,,,,
,,Rankin County,,,,"$226,640",,,"$1,400",,,"$1,290",,,,,
,,Scott County,,,,"$85,540",,,$530,,,$470,,,,,
,,Sharkey County,,,,"$92,700",,,$570,,,$510,,,,,
,,Simpson County,,,,"$106,830",,,$660,,,$610,,,,,
,,Smith County,,,,"$126,480",,,$780,,,$700,,,,,
,,Stone County,,,,"$172,460",,,"$1,060",,,$950,,,,,
,,Sunflower County,,,,"$109,220",,,$670,,,$600,,,,,
,,Tallahatchie County,,,,"$87,750",,,$540,,,$480,,,,,
,,Tate County,,,,"$164,890",,,"$1,020",,,$950,,,,,
,,Tippah County,,,,"$123,210",,,$760,,,$680,,,,,
,,Tishomingo County,,,,"$129,530",,,$800,,,$710,,,,,
,,Tunica County,,,,"$151,900",,,$940,,,$880,,,,,
,,Union County,,,,"$152,470",,,$940,,,$840,,,,,
,,Walthall County,,,,"$119,740",,,$740,,,$660,,,,,
,,Warren County,,,,"$149,520",,,$920,,,$830,,,,,
,,Washington County,,,,"$97,860",,,$600,,,$540,,,,,
,,Wayne County,,,,"$93,750",,,$580,,,$520,,,,,
,,Webster County,,,,"$113,320",,,$700,,,$630,,,,,
,,Wilkinson County,,,,"$82,600",,,$510,,,$460,,,,,
,,Winston County,,,,"$115,850",,,$710,,,$640,,,,,
,,Yalobusha County,,,,"$99,010",,,$610,,,$550,,,,,
,,Yazoo County,,,,"$123,950",,,$760,,,$680,,,,,
,,Adair County,,,,"$156,540",,,$970,,,$850,,,,,
,,Andrew County,,,,"$187,030",,,"$1,150",,,"$1,020",,,,,
,,Atchison County,,,,"$102,550",,,$630,,,$560,,,,,
,,Audrain County,,,,"$119,830",,,$740,,,$650,,,,,
,,Barry County,,,,"$169,660",,,"$1,050",,,$920,,,,,
,,Barton County,,,,"$123,350",,,$760,,,$670,,,,,
,,Bates County,,,,"$162,070",,,"$1,000",,,$880,,,,,
,,Benton County,,,,"$165,080",,,"$1,020",,,$900,,,,,
,,Bollinger County,,,,"$130,530",,,$810,,,$720,,,,,
,,Boone County,,,,"$291,200",,,"$1,800",,,"$1,550",,,,,
,,Buchanan County,,,,"$170,070",,,"$1,050",,,$930,,,,,
,,Butler County,,,,"$141,490",,,$870,,,$770,,,,,
,,Caldwell County,,,,"$153,500",,,$950,,,$830,,,,,
,,Callaway County,,,,"$200,210",,,"$1,240",,,"$1,070",,,,,
,,Camden County,,,,"$265,380",,,"$1,640",,,"$1,440",,,,,
,,Cape Girardeau County,,,,"$216,980",,,"$1,340",,,"$1,190",,,,,
,,Carroll County,,,,"$112,580",,,$690,,,$610,,,,,
,,Carter County,,,,"$193,250",,,"$1,190",,,"$1,050",,,,,
,,Cass County,,,,"$306,150",,,"$1,890",,,"$1,660",,,,,
,,Cedar County,,,,"$162,940",,,"$1,010",,,$890,,,,,
,,Chariton County,,,,"$129,120",,,$800,,,$700,,,,,
,,Christian County,,,,"$269,590",,,"$1,660",,,"$1,450",,,,,
,,Clark County,,,,"$132,960",,,$820,,,$720,,,,,
,,Clay County,,,,"$282,900",,,"$1,750",,,"$1,530",,,,,
,,Clinton County,,,,"$200,530",,,"$1,240",,,"$1,090",,,,,
,,Cole County,,,,"$230,840",,,"$1,420",,,"$1,230",,,,,
,,Cooper County,,,,"$179,480",,,"$1,110",,,$980,,,,,
,,Crawford County,,,,"$168,380",,,"$1,040",,,$910,,,,,
,,Dade County,,,,"$146,620",,,$900,,,$800,,,,,
,,Dallas County,,,,"$150,150",,,$930,,,$810,,,,,
,,Daviess County,,,,"$142,350",,,$880,,,$770,,,,,
,,DeKalb County,,,,"$171,030",,,"$1,060",,,$930,,,,,
,,Dent County,,,,"$131,570",,,$810,,,$720,,,,,
,,Douglas County,,,,"$158,890",,,$980,,,$860,,,,,
,,Dunklin County,,,,"$99,560",,,$610,,,$540,,,,,
,,Franklin County,,,,"$237,460",,,"$1,470",,,"$1,280",,,,,
,,Gasconade County,,,,"$169,770",,,"$1,050",,,$920,,,,,
,,Gentry County,,,,"$123,140",,,$760,,,$670,,,,,
,,Greene County,,,,"$236,420",,,"$1,460",,,"$1,270",,,,,
,,Grundy County,,,,"$118,770",,,$730,,,$650,,,,,
,,Harrison County,,,,"$102,330",,,$630,,,$560,,,,,
,,Henry County,,,,"$163,900",,,"$1,010",,,$890,,,,,
,,Hickory County,,,,"$116,200",,,$720,,,$630,,,,,
,,Holt County,,,,"$123,250",,,$760,,,$670,,,,,
,,Howard County,,,,"$153,440",,,$950,,,$820,,,,,
,,Howell County,,,,"$151,100",,,$930,,,$820,,,,,
,,Iron County,,,,"$116,740",,,$720,,,$640,,,,,
,,Jackson County,,,,"$237,590",,,"$1,470",,,"$1,290",,,,,
,,Jasper County,,,,"$177,830",,,"$1,100",,,$930,,,,,
,,Jefferson County,,,,"$236,490",,,"$1,460",,,"$1,280",,,,,
,,Johnson County,,,,"$220,460",,,"$1,360",,,"$1,200",,,,,
,,Knox County,,,,"$94,970",,,$590,,,$520,,,,,
,,Laclede County,,,,"$161,980",,,"$1,000",,,$880,,,,,
,,Lafayette County,,,,"$200,310",,,"$1,240",,,"$1,090",,,,,
,,Lawrence County,,,,"$155,580",,,$960,,,$850,,,,,
,,Lewis County,,,,"$111,510",,,$690,,,$610,,,,,
,,Lincoln County,,,,"$222,500",,,"$1,370",,,"$1,200",,,,,
,,Linn County,,,,"$114,820",,,$710,,,$620,,,,,
,,Livingston County,,,,"$149,070",,,$920,,,$810,,,,,
,,McDonald County,,,,"$128,900",,,$800,,,$680,,,,,
,,Macon County,,,,"$123,670",,,$760,,,$670,,,,,
,,Madison County,,,,"$135,840",,,$840,,,$740,,,,,
,,Maries County,,,,"$210,640",,,"$1,300",,,"$1,150",,,,,
,,Marion County,,,,"$161,020",,,$990,,,$880,,,,,
,,Mercer County,,,,"$111,830",,,$690,,,$610,,,,,
,,Miller County,,,,"$175,960",,,"$1,090",,,$960,,,,,
,,Mississippi County,,,,"$98,810",,,$610,,,$540,,,,,
,,Moniteau County,,,,"$176,090",,,"$1,090",,,$940,,,,,
,,Monroe County,,,,"$145,760",,,$900,,,$790,,,,,
,,Montgomery County,,,,"$173,080",,,"$1,070",,,$940,,,,,
,,Morgan County,,,,"$186,200",,,"$1,150",,,"$1,010",,,,,
,,New Madrid County,,,,"$99,660",,,$610,,,$540,,,,,
,,Newton County,,,,"$181,500",,,"$1,120",,,$950,,,,,
,,Nodaway County,,,,"$167,740",,,"$1,040",,,$910,,,,,
,,Oregon County,,,,"$123,460",,,$760,,,$670,,,,,
,,Osage County,,,,"$198,800",,,"$1,230",,,"$1,060",,,,,
,,Ozark County,,,,"$152,160",,,$940,,,$830,,,,,
,,Pemiscot County,,,,"$101,270",,,$620,,,$550,,,,,
,,Perry County,,,,"$191,970",,,"$1,180",,,"$1,040",,,,,
,,Pettis County,,,,"$160,060",,,$990,,,$870,,,,,
,,Phelps County,,,,"$185,780",,,"$1,150",,,"$1,010",,,,,
,,Pike County,,,,"$121,750",,,$750,,,$660,,,,,
,,Platte County,,,,"$349,640",,,"$2,160",,,"$1,900",,,,,
,,Polk County,,,,"$184,930",,,"$1,140",,,"$1,000",,,,,
,,Pulaski County,,,,"$189,300",,,"$1,170",,,"$1,030",,,,,
,,Putnam County,,,,"$106,280",,,$660,,,$580,,,,,
,,Ralls County,,,,"$153,980",,,$950,,,$840,,,,,
,,Randolph County,,,,"$140,000",,,$860,,,$760,,,,,
,,Ray County,,,,"$181,250",,,"$1,120",,,$980,,,,,
,,Reynolds County,,,,"$112,360",,,$690,,,$610,,,,,
,,Ripley County,,,,"$110,660",,,$680,,,$600,,,,,
